Event Name,Description,Theme
Medical Skills Building Workshop,descriptionjoin mim clinical skills building workshop stations briefly teach students essential healthcare skills reading ekg suturing bandage wrapping finding different pulses obtaining blood pressure completing neuromotor exam supplies provided simply show,Learning
New Member Education Workshop,descriptionin partnership sun devil fitness wellness presentation alcohol drugs,Learning
HOSA Suture Clinic Event,descriptionjoin us hosas suture clinic event handson educational workshop designed students interested healthcare medical professions clinic offers unique opportunity gain practical experience basic suturing techniques essential aspiring nonaspiring medical professional,Learning
How We Got the Bible,descriptionjoin us free pizza several raffle prizes deep discussion led dr john meade prof ot history bestselling book time bible interesting history copied manuscripts books chosen misunderstandings people got bible dr meade introduce topic time dedicated open discussion friendly environment share doubts questions challenges alternative viewpoints,Learning
Is Data Science Obsolete in the Age of AI?,descriptionin open lab digital humanities analyst namig abbasov seek answer questions machine age stuff like many us remember quote pushbutton kitty episode favorite childhood cartoon tom jerry toms human asks cat leave job hence house gets new mouse catcher robotic one episode released years humans various job roles including data science brink replaced artificial intelligence ai advent transformer architecture subsequent rapid developments generative ai rising developments ai replace data scientists generative ai transforming data science landscape data science job market look rapid developments deep learning generative ai large language models llms register,Learning
Stage meetings,descriptionteaching new kappa deltas chapter,Learning
October Study Table,description whether preparing exams catching assignments join black medical student association october study table snacks drinks provided,Learning
Agent/NIL Agent Panel,descriptionstudents gain valuable insights agency industrys current trends marketing strategies career opportunities experienced professionals additionally chance network industry leaders enhancing knowledge expanding professional connections,Learning
Degrees,descriptionhaving new pc learn kappa delta,Learning
Slate Interviews,descriptionlearning would best kappa deltas next council,Learning
SCETL Student Assembly Debate Night,descriptionjoin scetl student assembly debate night welcome experience necessary topic tbd stay tuned,Learning
A.T. Still University Campus Visit- Pre health programs,descriptioncalling prehealth students interested health related graduate schools join college integrative sciences arts visit still university private medical school located arizonas east valley learn admission requirements hear current students receive tour facilities begin steps towards career health care still universitys mesa campus offers programs doctor dental medicine doctor osteopathic medicine masters occupational therapy masters physician assistant doctor physical therapy learn still university transportation provided students responsible arrival still university registration required rsvping event parking additional details sent registrants prior event,Learning
SPS Spaghettification w/ Spaghetti,descriptionjoin us captivating evening explore fascinating astrophysics phenomenon spaghettification next talk event delve extreme gravitational forces stretch objects long thin shapesjust like spaghetti well expert hand explain science behind spaghettification answer questions might complement theme well serving spaghetti making fun delicious opportunity learn one intriguing aspects astrophysics event take place pm psf october th come hungry knowledge pasta dive mysteries universe together,Learning
PHA President's Meetings,descriptionmeeting pha council presidents,Learning
New Member Education Workshop,descriptionasus sexual relationship violence program educational workshop bringing bystander,Learning
Lambda Theta Nu X Kappa Delta Chi Domestic Violence Event,descriptionoctober domestic violence awareness month hosting domestic violence event raise awareness among greek life asu students guest speakers asu students sharing information issue afterwards attendees opportunity create purple inspirational bracelets donated shelter,Learning
Affording Medical School (Workshop Included),descriptionattending medical school accessible economic statuses join mim learn different pathways finance medical school scholarships pathway programs federal aid loan repayment programs etc also discuss assistance programs prehealth endeavors mcat fees application fees etc workshop stay afterwards help applying fee assistance program offered aamc applying together group guidance former recipient laptop device required planning apply please copies following documents w form tax return parents tax forms well,Learning
Barrett Mentors present: Midterms Study Night,descriptionthis event open barrett honors college students join mentors night studying paper polishing preparation midterms snacks provided,Learning
House Tours,descriptionthe parents looking kappa delta house,Learning
SPS Professor Talk with Dr. Kevin Croker,descriptionjoin us illuminating evening society physics students welcome dr kevin croker postdoctorate astrophysicist university hawaii mnoa next professor talk dr croker leads small team researching phenomenological signatures cosmologically coupled compact objects across astrophysical scales work delves intricate connections objects broader universe offering new insights fundamental nature cosmos talk dr croker discuss coupled compact objectssuch black holes neutron starsinteract universe cosmological level exploring implications general relativity dark energy evolution universe event unique opportunity learn cuttingedge astrophysics research impact understanding cosmos join us pm psf october rd enjoy food drinks engage groundbreaking scientific discussions whether deeply interested astrophysics curious latest developments space science talk provide valuable perspectives inspire exploration universe,Learning
Diversity In Sports Panel,descriptionstudents gain deeper understanding unique challenges opportunities faced people backgrounds sports industry firsthand accounts accomplished professionals also chance network industry leaders fostering connections could lead mentorship internships career opportunities field sports,Learning
SBSA General Meeting 4,descriptionthe general meeting begin announcements upcoming events leading keynote guest speaker,Learning
Free English Classes,descriptionfree english conversation lessons held campus interested internationals student interactive lessons led bob dorsch advisor asu tempe international students club information contact bob abcdorschcom,Learning
HOSA's Guest Speaker: Dr. Joshua LaBaer,descriptionjoin us welcoming dr joshua labaer pioneer breast cancer research executive director professor asus biodesign institute biodesign clinical testing laboratory event offers unique opportunity learn breast cancer research gain understanding clinical research looks like make connections inspiring asu researcher,Learning
Field Trip to the Superior Court of Pinal County,descriptionjoin us october excursion superior court pinal county spots open opportunity tour various department including courthouse detention center network different staff ask questions superior court directors judges lunch provided tour begin promptly superior court pinal county n jason lopez circle florence az transportation superior court pinal county provided meet suite university center ucent downtown campus suite first floor ucent directly across bank shuttle meeting spot n central ave suite phoenix az,Learning
Essentials of Generative AI and Large Language Models,descriptionin open lab digital humanities analyst namig abbasov cover generative ai large language models llms first define generative ai works attendees learn differences generative ai discriminative ai followed introduction generative models generative adversarial networks gans variational autoencoders vaes last part open lab explore principles transformer architecture advent became defining moment generative ai turning fundamental building blocks llms register,Learning
SPS Professor Talk with Dr. Lebed,descriptionget ready enlightening evening society physics students join us upcoming professor talk excited host professor richard lebed professor lebeds research dives deep fundamental particles universe exploring properties interactions elementary level event fantastic opportunity learn particle physics directly expert field professor lebed share insights research discuss implications findings answer questions fascinating world elementary particles talk take place pm psf september th food beverages provided whether passionate particle physics curious building blocks universe talk missed come engage groundbreaking research expand understanding connect fellow students faculty share love physics,Learning
Hazing Prevention Week: Interactive Speaker,descriptionthe pha council bring experienced speaker versed fsl hazing presenting information educate community also offering interactive experience open community larger conversation,Learning
Breadth of Healthcare and Medicine,descriptionjoin speaker panel current medical student pa student veterinarian student learn diverse pathways medicine talking pathways medicine minorities diverse backgrounds opportunity ask questions learn connect incredible people light refreshments provided,Learning
Convey Your Story Using Data Visualization with Python,descriptionthe numbers speak convey story using data visualization python struggling find best way present data set trying find way create compelling data visualizations help tell story come find python help open lab asu librarys abi mercado rivera cover basics data visualization show best practices visualizing data teach python learn common easytouse packages use create graphs visualizations help engage readers lead findings workshop anyone interested creating data visualizations python taught entry level coding necessary demonstration feel free follow along using python device,Learning
You Can Do Something Meeting,descriptionjoin us something campaign first meeting tuesday september th pm discussing help experienced sexual relationship violence understand signs trauma discuss resources peertopeer level something campaign seeks equip asu community members skills knowledge serve empowered bystanders empowered bystanders step situations intervene hopes preventing harm create community care sun devils thrive please reach srvpedu questions event,Learning
New Member Education Workshop,descriptionin partnership student advocacy assistance presentation office resources students student advocacy assistance,Learning
Diversity Internships,descriptioninternship learning event increase diversity equity inclusion professional development knowledge,Learning
AZCALL 2024 Conference,descriptionthe call club asu thrilled announce th annual azcall conference held arizona state university september st encourage proposals related research computerassisted language learning teaching particularly proposals welldefined theoretical conceptual framework,Learning
BAP Networking Night,descriptionbap organizing signature career fair event various sponsors,Learning
SPS First Professor Talk!,descriptionget ready exciting evening society physics students join us upcoming event well hosting special guestone esteemed faculty professors event professor dive latest research offering insights cuttingedge developments field physics fantastic opportunity learn directly expert ask questions explore realworld applications concepts study whether curious potential research opportunities simply want hear fascinating work done department talk missed event take place pm psf thursday september th sure bring appetite providing food beverages miss chance engage faculty expand knowledge connect fellow students share passion physics,Learning
SBSA General Meeting 3,descriptionthe general meeting begin announcements upcoming events leading keynote guest speaker,Learning
"Are You Just Your Brain? The Brain, Mind, Soul Relationship",descriptionjoin us free pizza several raffle prizes deep discussion led dr greger prof neural engineering human thought explained understanding brain physiology dr greger discuss limits scientific inquiry strictly materialistic worldview time dedicated open discussion friendly environment share doubts questions challenges alternative viewpoints,Learning
HOSA's Guest Speaker: Muhammad Jaasar,descriptionjoin us engaging informative session featuring muhammad jaasar dedicated medical student currently studying university arizona medical school phoenix event offers unique opportunity gain firsthand insight journey medical student world medicine fresh perspective addition event give opportunity students understand medical school application process makes medical student applicant stand,Learning
These Are Your First Steps': A Brief Introduction to Python,descriptionare interested learning code trying find freetouse program analyze data fan low learning curves high returns whether class personal project research personal interest python might open lab asu librarys abi mercado rivera introduce fundamentals python opensource programming language gained significant traction among students researchers majors workshop directed anyone interested learning python taught beginners level learn basic notation python aka tell computer functions work code runs want introduce packages supercharge work also writing running short programs together get started world python previous coding experience required register,Learning
Resume Review Event,descriptionhey everyone miss third event resume review session get valuable tips feedback resume professionals field fantastic opportunity polish resume make stand see,Learning
Barrett Mentors present: Paper Polishing Night with Colloquium,descriptionthis event open barrett honors college students need help human event history ideas paper paper need polishing mentors barrett poly colloquium make things little easier come join us snacks provided,Learning
NSLS | Information Session,descriptionattend mix mingle information session national society leadership success eboard find committee board applications upcoming events much plus chance interact nsls members grab food,Learning
You Can Do Something Meeting,descriptionjoin us something campaign first meeting tuesday september th pm discussing means prosocial bystander role within asu community beyond something something campaign seeks equip asu community members skills knowledge serve empowered bystanders empowered bystanders step situations intervene hopes preventing harm create community care sun devils thrive please reach srvpedu questions event,Learning
Jason Weber ASU PD GLV Safety Presentation and Open Forum,descriptionjason weber asu pd coming present safety tips community regarding oncampus chapter living facilities well q portion help bring resolutions concerns community members,Learning
I Don't Have Enough Faith to be an Atheist (w/ Frank Turek),descriptioncome join us powerful onenight event awardwinning author speaker dr frank turek turek presents enough faith atheist thoughtprovoking presentation dr turek discuss christian faith reasonable actually takes blind faith believe god exist agree disagree dr turek would love hear view dr turek always leaves extended period openmic time address questions arguments audience event proudly sponsored ratio christi asu tempe,Learning
Mirabella at ASU Humanities and Arts Wellness Workshop - Medical Humanities Society at ASU,descriptionjoin us inaugural humanities arts narrative medicine workshop mirabella asu explore intersection healthcare humanities foster empathy compassion holistic patient care unique workshop mirabella asu feature interactive storytelling sessions artistic expression activities small group discussions insights experts narrative medicine arts designed healthcare professionals students community members workshop aims bridge gap medical science human experience providing valuable tools improve patientprovider relationships look forward seeing enriching inspiring event,Learning
Alpha Kappa Psi Rush - Case Competition *By Invite*,description semiannual case competition prospective new members highlight brainstorming publicspeaking skills leadership alumni active brothers work amongst team potential new members produce presentation evaluated professional panel alumni judges eligible event attend previous rush week events considered invite business professional dress,Learning
SPS Grad Student Panel,descriptionjoin us psf pm learn panel graduate students ask questions applying grad school research daytoday life like anything else want pizza drinks provided great opportunity learn relevant information career would love attend,Learning
You Can Do Something Meeting,descriptionjoin us something campaign first meeting thursday september th pm discussing help experienced sexual relationship violence understand signs trauma discuss resources peertopeer level something campaign seeks equip asu community members skills knowledge serve empowered bystanders empowered bystanders step situations intervene hopes preventing harm create community care sun devils thrive please reach srvpedu questions event,Learning
SBSA General Meeting 2,descriptionthe general meeting begin announcements upcoming events leading keynote guest speaker,Learning
Free English Classes,descriptionfree english conversation lessons held campus room ss interested internationals student interactive lessons led bob dorsch advisor asu tempe international students club information contact bob abcdorschcom,Learning
Alpha Phi Omega Leadership Discussion,descriptionwe discussion leadership skills,Learning
Weekly Workshop NLP Domain,descriptionjoin us week workshop series guide step step making resume ready ai project scratch learning key ai concepts along way,Learning
Unit for Data Science and Analytics Fall Semester Kickoff,descriptiondata science interdisciplinary field uses scientific methods processes algorithms systems extract valuable insights data kickoff session unit data science analytics team provide details upcoming events opportunities get involved data science analytics everyone welcome register,Learning
First Club Meeting,descriptionkick club meeting meet members discuss plans upcoming school year,Learning
Does God Exist? A Respectful Discussion,descriptionstudents voting favorite arguments existence god time thoughtful respectful discussion common arguments submitted dinner provided well drawing name win giant gummy bear sure rsvp enough pizza,Learning
IFMA Kick Off and Panel Discussion,descriptionhey everyone get ready first event fall semester chance meet ifma asu chapter well kick things introduction followed awesome panel discussion relationship construction facilities management discover career opportunities field get insights typical day like facilities professional want miss,Learning
First General Meeting,descriptionjoin youthmappers asu first general meeting introductions explain youthmappers give vision fall semester remaining time well basic openstreetmap tutorial get everyone ready future mapping events since hybrid club invite online students join us meetings zoom,Learning
Info Night: Royal Blue Ocean,descriptionget glimpse royal blue life discover means sister come join us disc want learn follow instagram,Learning
Afghanistan –A Look Backward; Forward; and Onward 30 August 2024,descriptionthe afghanistan student association partnership american institute afghanistan studies future security initiative leadership diplomacy national security lab invites annual event marking third anniversary united states withdrawal afghanistan event aims offer nuanced perspective uss year military strategic involvement afghanistan addition critical reflections current human rights situations country opening remarks congressman greg stanton united states house representative keynote speech lieutenant general benjamin c freakley us army ret professor practice special advisor asu president leadership initiatives cofounder asu leadership diplomacy national security lab panel discussion dr omar sharifi assistant professor american university afghanistan senior research fellow kabul director american institute afghanistan studies nasema zeerak doctoral candidate humphrey school public affairs university minnesota dr omar sadr research fellow center governance markets cgm graduate school public international affairs gspia university pittsburgh documentary swift justice taliban courtroom session victor blue ross mcdonnell book talk outspoken fight freedom human rights afghanistan dr sima samar author nobel peace prize nominee renowned human rights advocate unveil asa calendar events join asa unveil yearround afghanistan never seen calendar events closing remarks ambassador edward b odonnell ret professor practice school politics global studies asu cofounder leadership diplomacy national security lab light refreshment networking date friday august time pm pm mst address elizabeth murphy burns richard burns theater room walter cronkite school journalism mass communication via zoom,Learning
You Can Do Something Meeting,descriptionjoin us something campaign first meeting friday august th pm discussing means prosocial bystander role within asu community beyond something something campaign seeks equip asu community members skills knowledge serve empowered bystanders empowered bystanders step situations intervene hopes preventing harm create community care sun devils thrive please reach srvpedu questions event,Learning
SOLAR DEVILS FIRST MEETING,descriptionplease join us learning club organized get started room located concourse level hayden library one floor entrance front mu right staircase solar devils technical based club focus towards mechanical aerospace electrical engineering students name game produce entirely solar powered full sized car race american solar challenge meet every week discuss design principles put practice real life application produces results members proud members expect work subteams facilitate design fabrication process get closer closer goal solar devils provides hands engineering experience relevant future career goals facilitating sense community amongst engineers,Learning
AIS | Guest Speaker Event,descriptionjoin us exciting guest speaker event ai society arizona state university thrilled invite upcoming guest speaker event event promises enlightening experience featuring distinguished expert field artificial intelligence event highlights inspiring keynote guest speaker renowned leader ai research innovation share insights latest advancements artificial intelligence applications future trends interactive qa session engage guest speaker get burning questions answered networking opportunities connect fellow ai enthusiasts students professionals share passion artificial intelligence date august thu time pm pm venue lattie f coor hall whether seasoned ai enthusiast starting event fantastic opportunity gain valuable knowledge network likeminded individuals inspired cuttingedge developments ai stay tuned announcement esteemed guest speaker shortly,Learning
SPS First Meeting,descriptionjoin us introduction society physics students fun game physics jeopardy first official meeting year meeting psf pm pizza beverages provided come night fun games food,Learning
SASE General Body Meeting #1,descriptionthe official general body meeting society asian scientists engineers sase asu dedicated supporting highlighting diversity university professional settings meeting include career tips icebreaker activities games catered new old members know well organizationwide announcements upcoming fundraisers socials performances volunteer activities community,Learning
Free English Classes,descriptionfree english conversation lessons held campus room ss interested internationals student interactive lessons led bob dorsch advisor asu tempe international students club information contact bob abcdorschcom,Learning
W. P. Carey Student Leadership Luncheon - Poly,descriptionjoin us w p carey school business student leadership luncheon polytechnic campus whether resident lantana century commuter transfer student someone loves hates campus perfect opportunity mix mingle current student leaders campus well engagement admissions advising staff look forward seeing,Learning
How to Rush 101 August 26th,descriptionhow rush event dedicated giving potential new members best chance receiving bid fraternity,Learning
What is SoDA and Can I Drink It?,descriptionjoin us first event semester learn software developers association soda largest fulton student organization arizona state university get overview upcoming events semester resources offer food provided,Learning
Tango Club Performance Team Practice,descriptionthe tango club asu open students interested learning dancing argentine tango tuesdays host weekly lesson practice session interested learning argentine tango stage performance focus learning practicing choreography performances roberto cindy teach practice joining asu tango club free come check us partner experience required,Learning
Headliner Speaker Event,descriptionjoin us inspiring speaker event hosted startup village chance hear trailblazing entrepreneur navigated highs lows building successful startup opportunity gain firsthand insights ask questions get behindthescenes look truly takes turn bold idea thriving business whether aspiring entrepreneur simply curious world startups event promises spark creativity fuel ambition miss chance learn one best industry,Learning
DIYbio General Meeting 1 - Pipette Paint Workshop,descriptionjoin us diybios first meeting fall semester going basics synthetic biology genetic engineering introducing plans semester teaching basic pipetting techniques getting know one another hope see,Learning
Barrett West Valley Opening Night,descriptionopening night required event barrett west valley students register linksasuedubarrettopen pm resource fair snacks nachos meet barrett mentors learn student organization special barrett resources arrive time pm pm general assembly enjoy formal welcome leadership faculty barrett learn special events opportunities ways get involved make barrett experience pm academic breakout sessions learn complete barrett requirements meaningful resumebuilding projects sessions tailored academic year pm dismiss join usg bbq free food fun,Learning
BAP General Meeting,descriptionbap general meetings held every tuesday thursday pmpm,Learning
SPS Welcome Event,descriptionkick semester society physics students join us psf pm first day classes evening fun games learn club socialize fellow students,Learning
Multicultural Communities of Excellence Open House,descriptionvisit mcoe fall open house meet ambassadors check programming ask reserve space enjoy cookies lemonade,Learning
ASU Online Welcome Week 2024 | Sun Devil Rewards,descriptionjoin us zoom session learn sun devil rewards loyalty program exclusively sun devils become ultimate asu insider signing asu mobile app earn pitchforks redeem tickets athletics arts events unique experiences exclusive sun devil merchandise,Learning
GNO Edson College New Graduate Student Orientation,descriptionjoin us asu edson college nursing health innovation new graduate student orientation learn gno membership purchase gno merchandise enjoying light breakfast us,Learning
Global Futures Opportunities Fair,descriptionthe global futures opportunities fair shares ways students engage opportunities programs initiatives affiliated global futures laboratory college global futures event open students want learn opportunities connect research student employment community engagement student organizations courses academic programs resources focused shaping positive future tables set rd th th lobbies walton center planetary health let us know coming register,Learning
ASU Online Welcome Week 2024 | ASU Online Alumni Chapter,descriptionas part esteemed arizona state university alumni association chapter dedicated fostering meaningful connections providing valuable resources promoting lifelong learning opportunities online alumni family join us zoom session learn stay connected asu community benefit chapter offer,Learning
Ironman Arizona,descriptionto support local tempe charity engage students handson service work,Service
New Member Meeting,descriptionallow new members chance learn omega phi alphas history policies,Service
Food box packing,descriptionservice event,Service
Blue Bag Sorting,descriptionjoin asu zero waste celebrate campus sustainability month blue bag sort day service day service take place pm zero waste office day schedule volunteers arrive brief program background safety overview begin sorting impact takeaways debrief pm release transportation park lot pass pay lock bike northeast bike locker next university services building wearbring bring reusable water bottle wear closedtoed shoes long sleeves sunscreen restrooms water refill stations available,Service
Girl Scout event,descriptionhelping girl scouts get badges,Service
Grills and Games,descriptiongrilling pcaa philo week,Service
Donuts for Dollars,descriptionselling donuts raise money pcaa,Service
Pinwheel sales,descriptionraising money philanthropy,Service
Percentage nights,descriptionraising money philanthropy,Service
AZ Hugs,descriptionto support local tempe charity engage students handson service work,Service
MTSO Halloween Community Service,descriptionjoin mtso make candy bags children need,Service
Urban Boba Percentage Night,descriptionjoin omega phi alpha national service sorority funfilled boba percentage night urban boba enjoy favorite boba drinks supporting great simply upload flyer social media story pm earn credit forget upload picture receipt receive credit hour participation helps us fund service projects community initiatives thank support navigate greektrack geneva link google form receipt upload flyer found link,Service
Girl Scout event,descriptionhelping girl scouts earn badges,Service
HOSA St. Mary's Volunteer Event,descriptionjoin us hosas st marys volunteer event fulfilling day giving back st marys food bank volunteer event fantastic opportunity support mission providing nutritious food need across community special event brings together students faculty community members passionate making difference,Service
Aris Foundation Snack Packs,descriptionto support local tempe charity engage students handson service work,Service
Hope's Women Center Packing Party event,descriptionpha council hosting goods drive september community service partner hopes womens center september nd hosting packing party assemble bags goods drop center,Service
Feed My Starving Children,descriptionall wp carey students welcome join us feed starving children feed starving children non profit organization volunteers pack meals feed kids around world carpooling available look forward joining us rewarding fun experience,Service
Native Health Workday,descriptionwe helping native health garden tasks may include weeding planting harvesting watering please bring sun protection water closed toed shoes meet gordon commons would like light rail together,Service
Volunteer: Packing Health Kits,descriptionjoin mim pack health kits homeless population phoenix part liquidgold initiative turning medical waste health kits homeless great opportunity get involved team help population need assembling bandages ointments hygiene products oral health products etc bags distribution homeless shelters,Service
Service Event #2,descriptionlast service opportunity fall rush,Service
Welcome Meeting,descriptionmeeting interested joined club members,Service
MTSO Community Service,descriptionjoin mtso make pom pom dolls care packages children need,Service
Alpha Phi Omega Service Event,descriptionwe decorating flower pots st vincent de paul,Service
Alpha Kappa Psi Rush - Service Night,descriptionservice one alpha kappa psis core values better way exemplify making care packages community get ready opportunity learn akpsis values serve community connect active brothers want miss event,Service
Alpha Phi Omega Service Event,descriptionwe making dog toys old tshirts donated dog shelter,Service
Changemaker at Rock the Rec,descriptionstop maroon gym rock rec experience sample activities service projects changemaker central helps sun devils experience every year learn well hygiene kit creation led valley sun united way voter registration garden wellness kit creation changemaker general membership information,Service
ASU Online Welcome Week 2024 | America Reads,descriptionjoin us zoom session learn america reads exciting virtual opportunities available asu students discover get involved social media content creation team participate new partnership step tutoring online service allows tutor children remotely,Service
Nourish PHX event,descriptionopportunity service hours,Service
Business School Council General Meeting,descriptionweekly general meeting hosted members business school council,Social
WIA Senior Night,descriptionwe hosting social graduating seniors celebrate accomplishments,Social
Pitchfork Awards 2025 (Live and Livestream!),descriptionarizona state university recognized hundreds students advisors organizations demonstrate personal organizational leadership collaboration commitment better arizona state university community university celebrates people strive make difference asus campus annual pitchfork awards join us awards ceremonyon april senita ballroom,Social
W. P. Carey Monthly President's Meeting,descriptionmonthly presidents meeting hosted presidents w p carey affiliated organization,Social
WIA Valentines Day Social,descriptionwe hosting valentines day themed party incorporate food music crafts cute decorations,Social
Watts West Wellness Weekly Walking Wanderings,descriptionwatts west wellness weekly walking wanderings wellness wins thursdays west valley may st unless university closed bad weather join us every thursday revitalizing journey wellbeing watts west wellness wander walk invites escape daily grind reconnect outdoors community weekly event held scenic asu west valley campus offers leisurely walk beautiful surroundings promoting physical mental health attend find calm breathe fresh air let go stress find peace nature uplift spirit soak sunshine let outdoors boost mood move joy enjoy gentle walk feels good body soul supportive atmosphere belong connect make new friends build connections fellow sun devils share learn exchange wellness tips support wellbeing journeys invited event open everyone looking improve wellbeing including asu students current alumni future faculty staff community members bring comfortable walking shoes water bottle sunscreen hat meeting point start day wellness join us front fletcher library walk around campus well pass residential halls residents join winding rest campus ending back fletcher library around join us journey wellbeing asu clubs departments please email anwaxmanedu would like lead host week,Social
Weekly SKY Follow up,description reconnect session graduates sky happiness retreat practice meditation breathwork techniques taught retreat,Social
Reignited Local,descriptiondo want play fighting games well event join smash fighting game communities reignited local smash bros ultimate various fighting games rotation make sure join discord stay updated bracket links games run discordggsundevilgaming,Social
Weekly Meeting - Game Masters,descriptionjoin us weekly club meeting hosting magic gathering pods tabletop board games every thursday feel free bring borrow one newcomers welcome always happy teach century hall century hall door locks pm trouble getting please ping discord knock thursdays pm pm,Social
Weekly Game Night,descriptionadelphi commons welcomes residents come together games wednesday nights starting pm event adelphi commons students everyone welcome accompanied adelphi resident board games snacks occasionally video games join us adelphi commons e cluster common room,Social
TCG club weekly meeting,descriptioncome join us weekly meeting hang play favorite trading card game popular games play meetings magic gathering pokemon yuigioh occasionally hold magic gathering drafts pokemon build battle events weekly meetings information join community visit discord server,Social
Spectrum Weekly Meeting,descriptionjoin spectrum asu west valleys pride alliance weekly meeting provide safe space supportive community individuals every romantic sexual gender orientation campus discuss queer news talk lives play games find constitution,Social
CSASU Bible Study,descriptioncome join us study bible written man shall live bread alone every word god,Social
Monday Moments,descriptionthis event open barrett honors college students join us every monday free giveaways fascinating facts asu arizona expand knowledge walk away different item event remember wear asu maroon,Social
Sigma Tau Gamma Chapter,descriptionthe brothers sigma tau gamma meet classroom discuss basic organization information,Social
Alumni Brunch,descriptionhaving brunch alumni,Social
Sun Devil Gaming LAN,descriptionsdgs big monthly lans make return join sun devil gaming lan edc get important updates clubs staff enjoy funthemed competitions events join sun devil gaming discord learn information events discordggsundevilgaming,Social
Anime Avalon Fall 2024 Meeting 8,descriptionthis eight event fall semester club dedicated japanese anime like watching talking going conventions themes stop,Social
Fall Banquet,descriptionwe honor graduating seniors celebrate semester accomplishments,Social
Freebie Fridays,descriptionthis event open barrett honors college students join us select fridays dressed asu gold discover intriguing facts like asu first something special receive cool apparel item,Social
SWAG weekly meeting,descriptiongeneral swag meeting,Social
Community of Wise Coders Weekly Meeting,descriptiongeneral meeting community wise coders,Social
Sisterhoods,descriptionspending time sisters,Social
New College Affirmation Station,descriptionsay something sweet grab treat,Social
Senior Circle,descriptionseniors coming together talking memories,Social
SKY Happiness Retreat,descriptionthe sky happiness retreat engaging immersive selfdevelopment retreat tailored students staff faculty participants establish daily evidencebased meditation practice acquire stressmanagement leadership skills learn strategies social connection actively engage peerdriven service initiatives numerous students staff faculty members renowned universities nationwide stanford mit harvard reported retreat techniques enhanced leadership abilities achieved reducing stress boosting energy levels refining time management bolstering confidence interpersonal relationships techniques exercises workshop meticulously designed facilitate deep relaxation stress relief body mind enjoyable rejuvenating retreat prioritizes present future wellbeing schedule nov th friday pm pm pst nov th saturday pm pst nov th sunday pm pst venue bulldog hall room e orange st tempe az,Social
Formal,descriptionsocializing sisters,Social
Friendsgiving,descriptionjoin us unforgettable evening filled delicious caribbean dishes laughter warm camaraderie savor traditional festive foods connecting friends old new event sharing good food good vibes creating lasting memories,Social
SPS Student Presentation Night!,descriptionjoin us engaging diverse undergraduate presentation night students showcase research hobbies favorite topics event fantastic opportunity present work share passions learn peers whether conducted groundbreaking research delved fascinating physics topic pursued intriguing hobby interest chance shine presentations range academic research personal projects anything providing broad spectrum knowledge interests event take place pm psf november th invite students come support peers enjoy variety presentations engage stimulating discussions wonderful way celebrate diverse talents interests within student community miss opportunity inspired connect fellow students,Social
International girls day celebration,descriptioncelebrating making bracelets kd glv,Social
11th Annual Healthcare Panel Banquet,descriptionthe black medical students association presents th annual healthcare panel banquet invites healthcare professionals doctors hospitals administration goal bmsa increase retention matriculation graduation rates black minority pre health students asu way try push agenda invite panel black healthcare professionals asu talk journeys provide advice networking opportunity land students shadowing letters recommendations clinical experiences much aid pre health journey,Social
White Elephant,descriptionto celebrate holidays connect students hosting gift exchange gifts given received participating member,Social
Game Night,descriptionjoin scetl student assembly game night jenga cornhole trivia board games,Social
Ketamine Therapy with Dr. Leathem,descriptionjoin psychedelics club asu week special event excited host dr leathem distinguished ketamine therapist give presentation lead discussion ketamine therapy dr leathem cover benefits risks therapeutic uses ketamine share scientific facts effectiveness discuss ketamine therapy entails patient providing insights life work ketamine therapist miss unique opportunity meet learn expert field whether interested science behind ketamine considering career therapy curious innovative mental health treatments event food provided,Social
Anime Avalon Fall 2024 Meeting 6,descriptionthis sixth event fall semester club dedicated japanese anime like watching talking going conventions themes stop,Social
Spooky Swag Meeting,descriptionspecial meeting open anyone wants experience spooky fun details instagram discord,Social
"Spooky Mushroom Arts, Crafts and Trivia!",descriptioncome join us festive fun spooky evening learning deadly mushrooms making arts crafts around topic would love see show costume different awards best dressed individuals couples everyone welcome food provided come ready feast,Social
JSA Temple Visit for ASU Students,descriptionthe jain students association jsa organizing event take asu students campus nearby temple using two buses event capacity around people accommodating total students jain temple address rd ave phoenix az event schedule departure asu campus return temple asu campus pm transportation details two buses available date capacity students accommodating total students departure return times strictly adhered ensuring smooth timely experience participants purpose provide students unique cultural experience foster deeper understanding jainism practices offer peaceful retreat hustle bustle university life additional information event free asu students participants encouraged wear modest comfortable clothing suitable temple visit,Social
Lavender Scare Fundraising Gala / Monster Mash,descriptionjoin qmunity halloween costume party masquerade many fun decorations fundraising raffle fun activities like mask decoration join us fun night show us amazing costumes,Social
WIA Halloween Social,descriptionin preparation halloween women animation hosting spooky evening well offer delicious snacks crafts wonderful company fantastic chance meet animation department art students,Social
How Crowded is Your Bed,description opportunity learn safe sexual reproductive health behaviors attitudes,Social
Salvia Secrets,descriptionjoin psychedelics club asu week intriguing discussion salvia divinorum unique psychoactive plant rich history traditional use mazatec people delve scientific facts explore cultural significance examine historical background salvia divinorum highlighting benefits risks fantastic opportunity expand knowledge gain deeper appreciation remarkable plant whether curious psychoactive properties interested cultural heritage eager learn historical context event something everyone miss enlightening discussion,Social
Founders day,descriptionfounders day kappa delta,Social
