event_name,datetime,description,host_org,event_perks,categories,location,event_weekend
SPS Physics Craft Night,2024-11-07 18:00:00,"Join the Society of Physics Students for a fun night of arts and crafts in PSF 186 at 6:00 PM. Learn about the intersection between physics and art as you make your own creation. From the science behind paint colors to the goals of impressionist paintings, there is more overlap between STEM and art than you might realize. Come learn more at this fun meeting!",Society of Physics Students at ,,Club Meetings,"PSF 186550 E Tyler Mall, Tempe, ",0
SPS Scavenger Hunt,2024-09-12 18:00:00,"We have an exciting event planned for you this week   a physics themed scavenger hunt! Join the Society of Physics Students for a night of fun as you try your best to solve the puzzles and navigate PSF. As always, we will begin the meeting in PSF 186 at 6:00 PM.",Society of Physics Students at ,,Club Meetings,"PSF 186550 E Tyler Mall, Tempe, ",0
SPS Welcome Event,2024-08-22 18:00:00,"Kick off the semester with the Society of Physics Students! Join us in PSF 186 at 6:00 PM after you first day of classes for an evening of fun and games, where you can learn more about our club and socialize with fellow students.",Unknown,,"Club Meetings, In-Person Event","PSF 186550 E Tyler Mall, Tempe, ",0
Salt River Tubing with CaBSS,2024-09-14 08:30:00,"Come tubing with CaBSS on the Salt River on September 14th! Join us for a fun and relaxing day on the river with friends. Don't have a ride? No problem! We will arrange carpools to make sure everyone who wants to make it, can! Hope to see you there!",Chemical and Biological Sciences Society,,Graduate,"Salt River Tubing Depot9200 N Bush Hwy, Mesa, ",1
Salvia Secrets: Secrets of the Shepherdess,2024-10-23 18:30:00,"Come join psychedelics club this week for a discussion about salvia divinorium, a psychoactive plant used traditionally by the Mazatec. We will be discussing the facts, benefits, and risks of salvia divinorium form a scientific, cultural, and historical perspective.",Host OrganizationT The Psychedelics Club at ,,"Club Meetings, General, Welcome Event, Sync, In-Person Event, New Student Experience",MU 238 Apache,0
Sammy Combine,2024-09-04 17:30:00,"It is a fraternity rush event that gives potential new members a chance to meet the brothers through sports like football, corn hole, and many more.",Sigma Alpha Mu,,,"SDFC Fields 1110-1150 S McAllister Ave, Tempe,  85281",0
Sankofa Leadership Institute,2024-08-14 09:00:00,"The Sankofa programs aim to help students transition successfully from high school to college by providing interactive sessions, workshops and engagement opportunities. Through its various programs, Sankofa encourages continuous engagement and community building. The name ""Sankofa"" comes from the Akan West African word meaning ""looking backward to move forward."" The Sankofa Leadership Institute is the first program in the series, with activities starting early in the academic year. Students who miss the early start can still participate in reconnection activities throughout the year. The following year, Leadership Institute participants are invited to join as student leaders. The Sankofa Summit offers academic, professional and personal development opportunities to support holistic growth throughout your Sun Devil journey. Register to attend Sankofa Leadership Institute for incoming students, August 14 17, 2024. The deadline to register is Friday, June 28, 2024.https://visit.asu.edu/sankofa",Black African Coalition, Food   Stuff,,"Student Pavilion400 E Orange St., Tempe,  85287, Tempe, ",0
Scholars of Physical Mathematics General Meeting,2024-08-30 16:00:00,"General meeting for Scholars of Physical Mathematics at ASU (SPM). Come join for a presentation/discussion on a topic in physics, mathematics, or natural philosophy!",Scholars of Physical Mathematics at ,,"Club Meetings, General, In-Person Event",MU 238 Apache,0
"School of Music, Dance and Theatre Graduate Welcome 2024",2024-08-19 13:00:00,"Welcome to ASU! As an incoming School of Music, Dance and Theatre graduate student, you will meet faculty and other new students, participate in fun activities, and learn important policies and procedures that will lead you to success during your time at ASU. This event is devoted to providing you with the necessary information for your specific degree, and will include breakout sessions by area. It is required for all new MDT graduate students.","Host Organizations School of Music, Dance and Theatre  Herberger Institute Student Engagement and Creative Career Services",,Welcome Event,"Katzin Concert Hall50 E Gammage Dr, Tempe, ",0
"School of Music, Dance and Theatre TA Training 2024",2024-08-19 15:30:00,"Welcome new Teaching Assistants to the School of Music, Dance and Theatre! This session will provide you with a substantial amount of information you will use in your new appointment. The information will be specific by area: music, dance and theatre. TA Training will take place immediately after the School of Music, Dance and Theatre Graduate Welcome, and is required for all new TAs. Music TA Training is in Katzin Concert Hall. Dance TA Training is in W121. Theatre TA Training is in W123.","Host Organizations School of Music, Dance and Theatre  Herberger Institute Student Engagement and Creative Career Services",,"Welcome Event, Graduate","Katzin Concert Hall50 E Gammage Dr, Tempe, ",0
"School of Music, Dance and Theatre Undergraduate Welcome 2024",2024-08-21 10:00:00,"Welcome to ASU! As an incoming School of Music, Dance and Theatre undergraduate student, you will meet faculty and other students, participate in fun activities, and learn important policies and procedures that will lead you to success during your time at ASU. This event is devoted to providing you with the necessary information for your specific degree. It is required for all new MDT undergraduate students. Lunch included.","School of Music, Dance and Theatre", Food,Welcome Event,"Katzin Concert Hall50 E Gammage Dr, Tempe, ",0
Second degree celebration,2024-10-18 20:30:00,Celebration after second degree,Kappa Delta,,,KD GLVKD GLV,0
Senior Circle,2024-08-26 19:00:00,Seniors coming together and talking about their memories.,Kappa Delta,,,KD GLVKD GLV,0
Sentiment Analysis with Python,2024-11-06 10:00:00,"In this Sentiment Analysis with Python Open Lab, Namig Abbasov, Digital Humanities Analyst, will begin by explaining what sentiment analysis is and why it is a vital text analysis method for both the private sector and academic research. We will demonstrate its utility in industry, business problems and academic research within the social sciences and digital humanities. Next, various sentiment analysis techniques will be explored, including machine learning which uses algorithms to classify sentiments; lexicon based methods that utilize predefined word lists to determine sentiment; hybrid approaches that combine machine learning and lexicon based methods; and deep learning which implements advanced neural networks for sentiment classification. In the final section of the workshop, we will conduct a practical sentiment analysis case study using Python. Register: https://asu.libcal.com/event/12733614", Library,,,Online,0
ServeCon 2024: Watts College of Public Service and Community Solutions' West Valley Brunch,2024-08-20 10:30:00," Welcome to Watts College  West Valley students, join us for a pre event brunch before we head to the Downtown Phoenix campus for ServeCon! Connect with your West Valley peers, faculty, and student support staff before diving into ServeCon, where you'll:  Explore the diverse pathways within public service Learn from inspiring faculty leaders shaping the field Connect with fellow students who share your passion for making a difference     Friends and Family Notice:  ServeCon is exclusively for incoming first year and transfer students of ASU's Watts College. Family and friends, while we appreciate their support, are unfortunately not able to attend the event.  Bag Policy Notice:  While we encourage you to follow ASU's Clear Bag Policy throughout the day, later events will strictly enforce this policy. Please plan accordingly and leave any unnecessary items at home or in your vehicle. You'll receive a clear bag at check in for your essentials.",Host Organizations Watts College of Public Service and Community Solutions   West Valley, Food   Stuff,"Welcome Event, In-Person Event","Verde Dining Pavilion, Multipurpose Room4781 W. University Way North, Glendale, ",0
Set leader training,2024-08-14 18:00:00,Teaching the new set leaders how to lead.,Kappa Delta,,,KD glvKD glv,0
Sexual Violence Prevention Leadership Program,2024-09-20 13:00:00,"   The Sexual Violence Prevention Leadership Program seeks to help emerging undergraduate leaders understand their role in preventing violence on an individual and relational level. This six week program is intended to provide student leaders with the knowledge, skills, and confidence to identify and address rape supportive norms, attitudes and behaviors, and mobilize social change in regards to sexual violence within their communities. Register at links.asu.edu/SVPL",Sexual and Relationship Violence Program,,,Online,0
Shroom Society Foray,2024-08-30 12:00:00,"Come join The Shroom Society as we are led by mycological experts from the Arizona Mushroom Society (AMS) on a foray to find edible wild mushrooms! To ensure the safety of foragers, there will be a limit of 30 people for the foray, to keep the expert to forager ratio lower. Rides will be organized by The Shroom Society.  Members with cars will accommodate and drive members without access to cars.  In the week before the event, we will reach out to those who have RSVPed to see who can drive and how many people they can drive, or if members need a ride. Because monsoon season is unpredictable, and mushrooms fruit the most profusely after heavy rains in Arizona, the location, or date of the event may change.  For now, we plan to meet at the Mogollon Rim sometime on the weekend of August 31st to September 1st.  More details will be released to those who RSVP as the event date draws closer :) Make sure to be prepared weather conditions during monsoon season can change rapidly!!  Make sure you bring appropriate hiking attire, including a rain jacket, along with a breathable bag (for mushrooms), and water/food.  We will be hiking somewhere between 3 and 7 miles, depending on the conditions.",The Shroom Society at , Stuff,"Club Meetings, Clubs and Organization Information, General, Welcome Event, Sustainability, In-Person Event, New Student Experience",Mogollon Rim,0
Sigma Tau Gamma Chapter,2024-08-26 19:00:00,The brothers of Sigma Tau Gamma will all meet in a classroom to discuss basic Organization information.,Host OrganizationS Sigma Tau Gamma,,Club Meetings,TBDTBD,0
Sip N' Paint,2024-08-27 18:00:00,"    Join us for a relaxing and creative evening at the Sip N' Paint event on Tuesday, August 27th, from 6:00 PM to 9:00 PM at the Downtown Shade Garden, ASU's Downtown location! Unwind with a delicious mocktail while exploring your artistic side in a beautiful outdoor setting. Whether you're an experienced painter or just looking to try something new, this event is perfect for everyone. Hosted by the Black African Coalition, it's a great opportunity to meet new people, enjoy some refreshments, and create a masterpiece to take home. Don't miss out on this fun and inspiring night!",Black African Coalition, Food   Stuff,"Welcome Event, Sync, New Student Experience","Shade Garden411 N Central Ave, Phoenix,  85004",0
Sisterhoods,2024-09-11 18:00:00,Spending time with our sisters,Kappa Delta,,,KD GLVKD GLV,0
Slate Interviews,2024-10-19 09:00:00,Learning who would be the best for Kappa Delta's next council.,Kappa Delta,,,GLCCGLCC,1
Social,2024-09-05 18:30:00,Students interested in joining will have the opportunity to socialize with members in our organization while doing arts and crafts or personal growth activities.,"Lambda Theta Nu Sorority, Inc",,,GLCC,0
Solera Experience,2024-08-19 09:00:00,"Sun Devils! Your experience at ASU West will be unlike anyone else’s. All new first year and transfer students are invited to kick off the academic year at the Solera Experience. This welcome is your opportunity to make new friends, learn ASU traditions, and get a head start on your campus success.  There is no cost to attend and all meals will be provided.  Register today to reserve your spot! Register here:",Student Connection and Community - West,,"Student Engagement Event, Welcome Event",SDFC Courts,0
Sonora Center Chill Out Social hosted by the College of Integrative Sciences and Arts,2024-08-30 14:00:00, Meet your fellow Sonora Center community members while you enjoy refreshments by the pool.,College of Integrative Sciences and Arts,,,Tempe Campus- Sonora Center Pool,0
Sorority Showcase,2024-08-19 10:30:00,"For those interested in Greek Life and want to learn more about our Panhellenic Sororities at Arizona State University come and meet our chapters! Hear from them about their favorite Greek Life memories, tour the inside of the first floor of the Greek Leadership Village Chapter Facilities, and more!", Panhellenic Council,,,"Greek Leadership Village975 S Rural Rd, Tempe, ",0
Sparky's Welcome Fair,2024-08-21 18:00:00,"Kick off the academic year at Sparky's Welcome Fair! This fun filled event is the perfect way to meet new friends, discover student organizations, and enjoy some awesome activities. We've got: 🍦 Ice cream 🥨 Pretzels 🔫 Laser tag 🥇 Games 🎵 Music 🛍️ Custom Swag 🏈 Gameday Items & 📚 Student Clubs and Orgs tabling for new members  If you're a registered student organization who would like to table, please sign up here or email DowntownClubs@asu.edu! 🔱", Downtown, Food   Stuff,"Clubs and Organization Information, Student Organization Event, Welcome Event, In-Person Event","Civic Space Park522 N. Central Ave, Phoenix, ",0
Spectrum Weekly Meeting,2024-08-28 14:00:00,"Join Spectrum, ASU West Valley's Pride Alliance for our weekly meeting. We provide a safe space, and supportive community to individuals of every romantic, sexual, and gender orientation on campus. We discuss queer news, talk about our lives, and play games. You can find our constitution here: https://docs.google.com/document/d/1Xfl1nuEDmvLDG8JiGJwb76bc0J6M7TR nxdJRCnGykY/edit?usp=sharing",Unknown,,Club Meetings,UCB 240,0
"Spooky Mushroom Arts, Crafts and Trivia!",2024-10-30 18:30:00,"Come join us for a festive, fun (and spooky) evening of learning about deadly mushrooms and making arts and crafts around the topic. We would love to see you show up in costume! There will be different awards for the best dressed individuals and couples! Everyone is welcome, and food will be provided! Come ready to feast 👻",The Shroom Society at , Food   Stuff,"Club Meetings, Clubs and Organization Information, General, Sustainability, In-Person Event, New Student Experience",Memorial Union 202,0
Sports Business Scholars Dallas Outreach Trip 2024,2024-10-14 09:00:00,Sports Business Scholars will be taking the 20 students to Dallas to meet with sports industry professionals and teams for development and networking meetings. This serves as an amazing opportunity for students to expand their reach in the field to a new city and immerse themselves in the knowledge of professionals doing what they desire to do in the future.,Sports Business Scholars,,,"The Star in Frisco, Texas1 Cowboys Way, Frisco, Texas",0
Sports Business Scholars First Meeting 2024,2024-08-27 09:00:00,SBS will be hosting our first meeting of the fall semester!,Sports Business Scholars,,,"W.P. Carey BAC 4th Floor Room 445400 E Lemon St, Tempe, ",0
Sports Business Symposium,2024-11-15 10:00:00,"A panel of speakers who work within the sports industry will talk about their experience, and students will learn from them about the industry.",Sports Business Association at ,,,"Student Pavilion- Senita B/C400 E Orange St., Tempe,  85287",0
Stage meetings,2024-09-08 17:30:00,Teaching the new Kappa Delta's about our chapter.,Kappa Delta,,,Tempe classroomtempe classroom,1
Sun Devil Gaming LAN,2024-09-27 17:00:00,SDG's big monthly LANs make their return once more! Join the Sun Devil Gaming LAN in EDC 117 to get important updates from the club's staff and enjoy fun themed competitions and events. Join the Sun Devil Gaming Discord to learn more information about these events. discord.gg/sundevilgaming,Sun Devil Gaming,,,Education Lecture Hall100 E Gammage Pkwy,0
Sun Devil Gaming Open House,2024-08-23 17:00:00,Join Sun Devil Gaming for the first Friday of the Fall semester to get caught up on all the massive changes that took place over the Summer and hang out to start the year. Join the Sun Devil Gaming Discord for more information: discord.gg/sundevilgaming,Sun Devil Gaming,,,Education Lecture Hall100 E Gammage Pkwy,0
Sun Devil Welcome,2024-08-20 20:00:00,"Experience Sun Devil spirit, pride, and tradition at its finest during this high energy event for all Arizona State University first year undergraduate students inside Sun Devil Stadium. President Crow, Sparky, ASU athletics, the band, and more will introduce you to what it means to be a Sun Devil during this official welcome for the incoming Class of 2028.  Fall 2024 class t shirt required for entry and serves as your ticket to the event. Pickup your exclusive first year undergraduate t shirt at your College Assembly earlier in the day (times vary by College). *Additional shirts MAY be available at the entry gate prior to 8 pm.  Also, please note only clear bags and empty, clear plastic water bottles are permitted in Sun Devil Stadium.   Event will be from 8:00pm 9:15pm with doors opening at 7:00pm.",Host Organizations New Student Programs   Tempe    Downtown    Polytechnic   West Valley,,Welcome Event,"Mountain America Stadium 500 E Veterans Way, Tempe , ",0
Sunday Funday Movie Night!,2024-08-25 18:00:00,"Join us on The Quad at 6PM for a showing of Monsters University! We will have fun giveaways, hotdogs and lemonade!",Student Connection and Community - West, Food   Stuff,Welcome Event,The Quad,1
Sundown Showdown Invitational,2024-11-02 07:00:00,The Sundown Showdown Invitational is Sun Devil Mock Trial’s annual fall invitational tournament. Sundown Showdown is one of the biggest tournaments on the west coast with 24 30 teams competing! Our tournament this year will be hosted November 2 3 at the Maricopa County Superior Courthouse South Tower.,Sun Devil Mock Trial,,,Maricopa County Superior Courthouse South Tower,1
Sunset Movie Night,2024-08-26 19:00:00,"Get ready for a delightful evening under the stars at our Sunset Movie Night on Monday, August 26th, from 7:00 PM to 10:00 PM! Join us at ASU's scenic Tempe Campus for a magical outdoor movie experience. As the sun sets, settle in with friends and fellow students to enjoy a popular film on the big screen. We'll have cozy seating, delicious snacks, and refreshing drinks to enhance your movie watching experience. This event, hosted by the Black African Coalition, is a perfect way to relax and kick off the week, offering a fantastic opportunity to connect with others in a relaxed and enjoyable setting. Bring your blankets, invite your friends, and don't miss out on this unforgettable night of cinema under the stars!",Black African Coalition, Food,"Clubs and Organization Information, Welcome Event, Sync, New Student Experience, Cultural Connections and Multicultural Communities of Excellence"," State University Tempe Campus 1151 S Forest Ave, Tempe, ",0
Super WOW: What's on Wednesday 2024,2024-08-21 09:00:00,"Welcome First Year Students to the W. P. Carey School of Business! Kickstart the school year by attending a conference style W. P. Carey welcome event. Take a break from the heat and check out your classrooms, lounges, diverse clubs, and fun networking sessions. Connect with faculty, student leaders, and staff to learn about your majors as you ""Meet Your Department."" Learn about a variety of resources including scholarships, study abroad, and ASU athletics. Engage with peers and student leaders as you start your Sun Devil journey.",W. P. Carey School of Business: Business Community Advantage (First Year Experience), Food   Stuff,W.P. Carey Event,Tempe Campus - Dean's Patio and Business Complex,0
Survivor Prelims,2024-08-24 15:00:00,"A large showcase event that serves as a precursor to our annual Fall event, Survivor Weekend. Students will join a team of other students from their dorm and compete in outdoor puzzles and games. The purpose is to connect students and to provide a safe event that allows them to have fun without regrets.",HOPE CHURCH MOVEMENT AT ,,General,SDFC West Field and Sand Volleyball Courts,1
Survivor Weekend Pool Party,2024-09-04 18:00:00,A social gathering at the SDFC pool to promote comradery for those interested in Survivor Weekend. Students will come together to meet others and learn more about what Survivor Weekend is and how they can attend.,HOPE CHURCH MOVEMENT AT ,,General,SDFC East Pool,0
Swishes for Wishes,2024-09-22 11:00:00,Basketball tournament to close off our Philanthropy week,Chi Omega Sorority,,,"ASU Tempe SDFC400 E Apache Blvd, Tempe, ",1
T-Shirt Tie Dye!,2024-10-16 18:30:00,"Join The Shroom Society as we tie dye Shroom Society T shirts!     Tie dye materials and shirts will be provided.  RSVP ASAP, as we have limited spots available as well as shirts and tye die materials!",The Shroom Society at , Stuff,"Club Meetings, General, Sustainability, In-Person Event, New Student Experience",MU 207 Gold,0
TAMID Group Executive Board Meetings,2024-08-26 18:00:00,TAMID Group Executive Board Meetings.,TAMID Group at ,,,BAC 316,0
TAMID Group Fund Meetings,2024-08-20 18:00:00,Fund meetings to work on stock pitches.,TAMID Group at ,,In-Person Event,BA 259,0
TCG club weekly meeting,2024-08-28 18:00:00,"Come join us for our weekly meeting! Hang out and play your favorite trading card game! Some of the most popular games to play at our meetings are magic the gathering, pokemon, and yuigioh. We occasionally hold magic the gathering drafts and pokemon build and battle events at our weekly meetings!  For more information and to join our community, visit our discord server: https://discord.gg/tvQw7Y5KRn",Trading Card Game Club,,Club Meetings,"Engineering Center A2191031 Palm Walk, Tempe, ",0
Tango Club Meeting,2024-08-22 19:30:00,"This is our weekly meeting. All are welcome to join regardless of Tango knowledge. Tango is a social dance that we focus on teaching beginners. Our meeting location, Aspire Studio, is present in the Sun Devil Fitness Complex (SDFC) and is found on the second floor. Meetings will start around 7:30PM Arizona Time. Please bring water and comfortable shoes for dancing. Hope to see you there!",Tango Club at ,,Clubs and Organization Information,"Aspire Studio in SDFC400 E Apache Blvd, Tempe,  85281",0
Taste of the MU,2024-08-21 18:00:00,"Join us at the Memorial Union on Wednesday, August 21st from 6pm 8pm for Taste of the MU! Explore all that Sun Devil Dining has to offer by sampling free food from the MU food vendors! Head up to the 2nd floor to find a student organization fair showcasing special interest groups!", Tempe, Food,Welcome Event,"Memorial Union301 E Orange St, Tempe, ",0
The Design School Graduate Student Welcome 2024,2024-08-19 14:00:00,"Welcome to The Design School! We are thrilled to have you join us. The event will begin with a warm welcome from our director, Paola Sanguinetti, your graduate advisors, program leadership, faculty, and current students.",Host Organizations The Design School  Herberger Institute Student Engagement and Creative Career Services,,Welcome Event,"Design North Room 68810 S Forest Mall, Tempe, ",0
The Design School Undergraduate Welcome 2024,2024-08-20 14:00:00,"Come and join The Design School as we welcome all incoming undergraduate students! This is a great opportunity to meet our school director, advisors, and faculty. You'll also get to participate in a student organization fair, where you can learn about the different opportunities to get involved with design related clubs on campus. This event will give you a sneak peek into what you can expect for the upcoming semester, and to make it even better, we will be serving free ice cream!",Host Organizations The Design School  Herberger Institute Student Engagement and Creative Career Services,,Welcome Event,"Neeb Hall920 S. Forest Mall, Tempe, ",0
The Edson College Experience Unfiltered,2024-08-07 13:00:00,"Hey First Years! Join Student Engagement for an Edson College Experience Unfiltered session. We're here to spill all the tea on insider tips about college life, answer any lingering questions, and virtually connect with other students before you step foot on campus. Bring your questions, meet new friends, and let's start your college journey together!",Host Organizations Edson College of Nursing and Health Innovation Student Engagement   Downtown    Polytechnic   West Valley,,"General, Welcome Event, Sync, New Student Experience",Online,0
The Holy Guacamole Event: Tacos Party,2024-08-19 18:15:00,"Join us at Mary College, hosted by Mary College and Campus Ministry! Enjoy an inspiring talk and free delicious tacos. Bring a friend!",All Saints Catholic Newman Center, Food   Stuff,,"All Saints Catholic Newman Center230 E. University Dr, Tempe, ",0
The Hypnosis of Michael C. Anthony,2024-08-17 20:30:00,"Come see Award winning Stage Hypnotist and Mentalist Michael C. Anthony on August 17. This show is a hilarious blend of the human psyche and interactive theater. It must be seen to be believed.  Who will volunteer? Maybe you… maybe not. Our policy is that you can SEE the Show or BE the Show. Regardless, you will experience the funniest, jaw dropping spectacle ever. Light refreshmenst will be served.  Please download your event pass prior to arriving.", Polytechnic, Food,"Student Engagement Event, Welcome Event, New Student Experience",Student Union - Cooley Ballrooms,1
The Sidney Poitier New American Film School Welcome,2024-08-20 14:30:00,"Welcome to The Sidney Poitier New American Film School! Incoming students are invited to meet fellow film students, faculty, and staff while learning more about beginning your filmmaking journey at ASU. Come hear about some of the exciting things we have in store, like our state of the art ASU Media and Immersive eXperience (MIX) Center, and how we can help you bring your own creative vision to life.",Host Organizations The Sidney Poitier New American Film School  Herberger Institute Student Engagement and Creative Career Services,,Welcome Event,"Coor Hall, Room 170976 S Forest Mall, Tempe, ",0
Thunderbird Ice Cream Social,2024-08-30 15:00:00,Calling all Thunderbird undergraduate students! Please join us for a fun back to school ice cream social. Build ice cream sundaes and relationships with fellow T bird students and staff. We can't wait to see you there!,Host OrganizationT Thunderbird School of Global Management, Food,Welcome Event,"ASU West Valley - Verde Dining Pavilion (multipurpose room) 4701 W Thunderbird Rd, Glendale, ",0
Thunderbird New Student Welcome,2024-08-20 15:00:00,"Calling all Thunderbird undergrads who are fall '24 first year and transfer students! Please join us at our new student welcome where you'll meet T bird leadership and staff as well as learn first hand from our student leaders about the T bird experience. Get to know other students, prepare for your first week of classes and receive exclusive T bird themed giveaways. At the conclusion of our event, take the bus with other students to the Sun Devil Welcome and InfernoFest concert in Tempe.",Host OrganizationT Thunderbird School of Global Management, Food   Stuff,New Student Experience,"ASU West Valley - University Center Building (UCB) 265/2664701 W Thunderbird Rd, Glendale, ",0
Thursday Discussion Forum,2024-08-29 17:00:00,"Is the assortment of amazing organisms on earth the result of design or purely natural processes? We're exploring this important question through the powerful book, Creatures by Design, by a variety of scientists skeptical of Darwinian evolution. People of all views are welcome to the group and should feel free to disagree with the authors. Every ASU student who joins gets a free copy of the book. To join in, please RSVP.",Ratio Christi at  Tempe, Food   Stuff,"Club Meetings, Clubs and Organization Information, General, In-Person Event","MU238301 E Orange Street, tempe",0
Transfer Student Welcome,2024-08-21 17:00:00,"🎉 Join us for the Transfer Student Welcome on August 21st from 5 PM to 6 PM at the Student Center @ the Post! 🌟 Meet other transfer students, connect with ASU staff, and learn how various departments can support your Sun Devil Journey. This event is geared towards transfer students. Don't miss out—see you there! 📚✨", Downtown, Stuff,"Welcome Event, In-Person Event","Student Center @ The Post522 N. Central Ave, Phoenix, ",0
Transfer Student Welcome & Resource Fair,2024-08-27 16:00:00,"Welcome Sun Devils! Kick off ASU Welcome with this specialized event for transfer students. You will have the opportunity to engage and socialize with fellow Sun Devils, learn about campus resources, and build a strong connection to the ASU community. New Student Programs invites you to be part of the resource fair that will help engage transfer students as they start the semester. Food and refreshments will be served. You can register for the event here: https://na.eventscloud.com/807555",New Student Programs, Food   Stuff,Welcome Event,"Memorial Union  Ballroom400 E Apache Blvd, Tempe",0
Transfer and Commuter Meet Up (Polytechnic),2024-08-22 16:00:00,Have some questions about ASU Polytechnic? Want to know what is happening on campus? Want to meet other transfer and/or commuter students? Stop by the Polytechnic Transfer & Commuter Student Meet Up before attending Club Hub at 4 pm., Polytechnic, Food   Stuff,"Student Engagement Event, Welcome Event, In-Person Event, New Student Experience",Devil's Den,0
Transitions,2024-11-10 11:00:00,Showing the new council their roles and responsibilities.,Kappa Delta,,,GLCCGLCC,1
Tuesday Discussion Forum,2024-08-27 11:00:00,"Do you need God to explain right and wrong? Together, we'll investigate a diversity of views on where morality comes from through the debate book, God & Morality: Four Views. People of all views are welcome to the group and should feel free to disagree with the authors. Every ASU student who joins gets a free copy of the book. To join in, please RSVP.",Ratio Christi at  Tempe, Food   Stuff,"Club Meetings, Clubs and Organization Information, General, In-Person Event","Hayden Library, C13300 E orange street , tempe, ar",0
Unit for Data Science and Analytics Fall Semester Kickoff,2024-09-04 10:00:00,"Data science is an interdisciplinary field that uses scientific methods, processes, algorithms, and systems to extract valuable insights from data. In this kickoff session, the Unit for Data Science and Analytics team will provide details about our upcoming events and opportunities to get involved in data science and analytics. Everyone is welcome! Register: https://asu.libcal.com/event/12733225", Library,,,Online,0
University College Fall Welcome - College Assembly,2024-08-20 11:00:00,"Join the University College Explore team as we welcome you to ASU!  Come hear Dean Jhaj, college staff and faculty, meet your fellow Explore students, eat a free lunch, play fun games/activities, become familiar with resources and opportunities within the college, receive your gold ASU t shirt (which gets you entrance to Inferno Fest that evening at the football stadium) and potentially win incredible raffle prizes as we welcome you into the ASU and Explore family! ***University College Fall Welcome   College Assembly is only for incoming students in the Exploratory major within University College.  If you are an incoming student in the Exploratory major, please RSVP for College Assembly.***",Host OrganizationU University College Explore Advising Office, Food   Stuff,Welcome Event,"Tempe Sun Devil Fitness Center - Gold Gym400 E. Apache Blvd., Tempe, ",0
VSA General Meeting,2024-08-28 18:30:00,Welcome to VSA's first general meeting of the 2024 2025 school year!,Unknown,,,"BAC 116400 E. Lemon St. Tempe,  85281",0
Vintage Alley,2024-10-16 09:00:00,"AAPASC Vintage Alley is an event intended to promote circular fashion and provide exposure to AAPI vendors! Whether you're a seasoned thrift shopper or just looking for something special to add to your collection, our Vintage Alley Event offers something for everyone. Come celebrate heritage, creativity, and community with us. Individuals and member organizations are welcome to become a vendor!",Asian/Asian Pacific American Student Coalition,,In-Person Event,"Senita Ballroom400 E Orange St., Tempe,  85287",0
Volleyball Tournament,2024-09-19 17:00:00,To have members interact in a casual environment and strengthen connections., Business School Council,,,Vista Pool,0
W. P. Carey Fall Welcome - Tempe,2024-08-20 13:00:00,"The W. P. Carey School of Business welcomes new students to meet with our college deans, student engagement staff, returning students and each other as you celebrate being part of the incoming Class of 2028! Come hear how W. P. Carey can help you be successful during your time at ASU, get a free t shirt and other WPC swag! This is a must attend event for W. P. Carey first year students!",W. P. Carey School of Business - Student Engagement, Food   Stuff,"Welcome Event, W.P. Carey Event",Student Pavilion - Senita Ballroom & BA Building - Dean's Patio,0
W. P. Carey Monthly President's Meeting,2024-09-02 17:00:00,Monthly President's Meeting hosted for all Presidents of a W. P. Carey affiliated organization., Business School Council,,,Business Administration (BA) 199,0
WIA Halloween Social,2024-10-24 17:00:00,"In preparation for Halloween, Women in Animation will be hosting a spooky evening. We'll offer delicious snacks, crafts, and wonderful company. This is a fantastic chance for you to meet other animation department art students.",Women In Animation at ,,,"Martin Wong Studio 900 S Forest Mall, Tempe,  85287",0
WIA Senior Night,2025-04-17 17:00:00,We will be hosting a social for our graduating seniors to celebrate their accomplishments.,Women In Animation at ,,In-Person Event,"Memorial Union 301 E Orange St., Tempe,  85281",0
WIA Valentines Day Social,2025-02-06 17:00:00,"We will be hosting a Valentines Day themed party that will incorporate food, music, crafts, and cute decorations.",Women In Animation at ,,,"Martin Wong Studio 900 S Forest Mall, Tempe,  85287",0
Walter Cronkite School Fall Welcome 2024,2024-08-20 14:30:00,"This is your chance to meet Cronkite leadership, faculty, advisors, student leaders and staff and get a head start on the fall semester. In addition to meeting people who will be important to you at the Cronkite School, we’ll share information about the school’s programs and resources and how to care for each other’s health this semester. We can't wait to meet our new incoming undergraduate students!",Host Organizations Walter Cronkite School of Journalism and Mass Communication   Downtown, Stuff,Welcome Event,"First Amendment Forum, 2nd floor of the Cronkite Building555 N. Central Ave. First Amendment Forum, Phoenix, ",0
